wine_image,name,compareFoods,rating,about_wine,Winery,Type,Grape_Type,Alcohol,year,price,bodyPercent,Tanning,Sugar,Acidic,NewBodyPercent,NewTanning,NewDryOrSweet,NewAcidic,Region,SweetnessScale,AcidicScale,BodyScale
1738,https://images.vivino.com/thumbs/3e9Rj9M4TIakMBY95jUKAg_pb_x600.png,"Jean-Luc Colombo
Châteauneuf-du-Pape Les Bartavelles 2016","['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Jean-Luc Colombo'], ['Grapes', 'Shiraz/Syrah, Grenache, Mourvedre'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Allergens', 'Contains sulfites']]", Jean-Luc Colombo,red,"[' Shiraz/Syrah', ' Grenache', ' Mourvedre', ' ']", Contains sulfites,2016,$58.33,85%;,38.9989%;,5.15845%;,45.1588%;,85.0,38.9989,5.15845,45.1588, Rhone Valley,0.13001895419235482,0.4133079657537676,0.9999999999999999
1739,https://images.vivino.com/thumbs/1f2GpOhrQdO5s0f674OcuQ_pb_x600.png,"Rotem & Mounir Saouma
Amph III Crau Châteauneuf-du-Pape 2021","['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Rotem & Mounir Saouma'], ['Grapes', 'Shiraz/Syrah, Grenache, Mourvedre'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Allergens', 'Contains sulfites']]", Rotem & Mounir Saouma,red,"[' Shiraz/Syrah', ' Grenache', ' Mourvedre', ' ']", Contains sulfites,2021,$199.99,67.8623%;,46.4855%;,0%;,48.5072%;,67.8623,46.4855,0.0,48.5072, Rhone Valley,0.0,0.4626157076759507,0.7420101222680865
1740,https://images.vivino.com/thumbs/GEUUOmziQaiiVO5_soty5A_pb_x600.png,"Domaine Philippe et Vincent Jaboulet
Ermitage Rouge 2011","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Domaine Philippe et Vincent Jaboulet'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Hermitage'], ['Wine style', 'Northern Rhône Hermitage'], ['Allergens', 'Contains sulfites'], ['Wine description', ""This wine has a dark ruby colour, an aroma of red fruits, wild flowers evolving into nutty fruits and leather with age. The taste can be a bit harsh in it's youth, but the softness and roundness evolve with age.""]]", Domaine Philippe et Vincent Jaboulet,red,"[' 100% Shiraz/Syrah', ' ']", Contains sulfites,2011,$119.99,83.3351%;,66.7183%;,3.53002%;,52.554%;,83.3351,66.7183,3.53002,52.554, Rhone Valley,0.08897430597914031,0.5222079218709965,0.9749366981896134
1741,https://images.vivino.com/thumbs/dLkYWHWhRLaJIja23ZxSJw_pb_x600.png,"Rotem & Mounir Saouma
Omnia Châteauneuf-du-Pape 2020","['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Rotem & Mounir Saouma'], ['Grapes', 'Grenache, Mourvedre, Shiraz/Syrah'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites']]", Rotem & Mounir Saouma,red,"[' Grenache', ' Mourvedre', ' Shiraz/Syrah', ' ']", 14%,2020,$129.99,78.2383%;,39.6449%;,8.45092%;,45.4603%;,78.2383,39.6449,8.45092,45.4603, Rhone Valley,0.21300580220090437,0.41774778303651106,0.8982097856620269
1742,https://images.vivino.com/thumbs/MfikD7WdQaSyJBx41Z0dtA_pb_x600.png,"Domaine du Père Caboche
Vieilles Vignes Elisabeth Chambellan Châteauneuf-du-Pape 2022","['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Domaine du Père Caboche'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Allergens', 'Contains sulfites'], ['Wine description', 'The color is deep ruby red with dark purple highlights. The nose is intense with aromas of black ripe fruit, notes of spices and a hint of cocoa. This is a full-bodied wine with black fruit flavors, soft menthol notes and mild spices. The tannins are fine and well-coated. The finish is long and smooth. This wine combines power and elegance.']]", Domaine du Père Caboche,red,"[' Grenache', ' ']", Contains sulfites,2022,$33.33,85%;,38.432%;,5.60246%;,45.4159%;,85.0,38.432,5.60246,45.4159, Rhone Valley,0.14121024534588883,0.4170939591978583,0.9999999999999999
1743,https://images.vivino.com/thumbs/D1_hVlArR124B8QY63dBlg_pb_x600.png,"Domaine du Coulet - Matthieu Barret
Brise Cailloux Cornas 2020","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Domaine du Coulet - Matthieu Barret'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Cornas'], ['Wine style', 'Northern Rhône Cornas'], ['Alcohol content', '12.5%'], ['Allergens', 'Contains sulfites']]", Domaine du Coulet - Matthieu Barret,red,"[' 100% Shiraz/Syrah', ' ']", 12.5%,2020,$72,85%;,51.88%;,8.80976%;,56.6946%;,85.0,51.88,8.80976,56.6946, Rhone Valley,0.22205037983999842,0.5831814125540068,0.9999999999999999
1744,https://images.vivino.com/thumbs/C6O0tnELQrCKTeROVQa--g_pb_x600.png,"Domaine du Vieux Télégraphe
Télégramme Châteauneuf-du-Pape 2021","['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Domaine du Vieux Télégraphe'], ['Grapes', 'Garnacha'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork']]", Domaine du Vieux Télégraphe,red,"[' Garnacha', ' ']", 13.5%,2021,$57.65,82.0464%;,40.35%;,5.56647%;,47.0839%;,82.0464,40.35,5.56647,47.0839, Rhone Valley,0.14030311584741875,0.44165653043373265,0.9555366879529353
1745,https://images.vivino.com/thumbs/ySFzLweQR6isiv5HeXArAQ_pb_x600.png,"Château de Nalys
Châteauneuf-du-Pape Rouge 2019","['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Château de Nalys'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15.5%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork'], ['Wine description', 'Beautiful freshness in the mouth with gourmet. Aromas of Cherry, raspberry. Appetizing roundness and good aromatic persistence. The good general balance and the silky tannins will bring finesse and sweetness to all the stages of the evolution of this wine.']]", Château de Nalys,red,"[' Grenache', ' ']", 15.5%,2019,$129.99,83.6389%;,38.808%;,9.13121%;,44.7517%;,83.6389,38.808,9.13121,44.7517, Rhone Valley,0.23015254092038737,0.40731310798990406,0.9795100846332409
1746,https://images.vivino.com/thumbs/1f2GpOhrQdO5s0f674OcuQ_pb_x600.png,"Rotem & Mounir Saouma
Amph III Crau Châteauneuf-du-Pape 2019","['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Rotem & Mounir Saouma'], ['Grapes', 'Shiraz/Syrah, Grenache, Mourvedre'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Allergens', 'Contains sulfites']]", Rotem & Mounir Saouma,red,"[' Shiraz/Syrah', ' Grenache', ' Mourvedre', ' ']", Contains sulfites,2019,$199.99,67.8623%;,46.4855%;,0%;,48.5072%;,67.8623,46.4855,0.0,48.5072, Rhone Valley,0.0,0.4626157076759507,0.7420101222680865
1747,https://images.vivino.com/thumbs/9qZ1dkM6ThyVLUARhMvp8A_pb_x600.png,"Domaine de la Solitude - Famille Lancon
Châteauneuf-du-Pape Cuvée Barberini 2017","['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Domaine de la Solitude - Famille Lancon'], ['Grapes', 'Grenache, Mourvedre, Shiraz/Syrah'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork'], ['Wine description', 'It has delicate nose, mingling aromas of blackberry, violet, cedar and milk chocolate. Mouth, velvety, gives pride to licorice, mocha and strawberries, chocolate with a lingering finish. This wine will keep well, about 20 years, but it can also be drunk in his youth.']]", Domaine de la Solitude - Famille Lancon,red,"[' Grenache', ' Mourvedre', ' Shiraz/Syrah', ' ']", 14.5%,2017,$129.99,85%;,39.0621%;,17.1404%;,43.2967%;,85.0,39.0621,17.1404,43.2967, Rhone Valley,0.4320245194658548,0.3858871240881072,0.9999999999999999
1748,https://images.vivino.com/thumbs/Idy2jUf9Sn67o7wX9W55Hg_pb_x600.png,"Domaine du Coulet - Matthieu Barret
Billes Noires Cornas 2017","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Domaine du Coulet - Matthieu Barret'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Cornas'], ['Wine style', 'Northern Rhône Cornas'], ['Alcohol content', '12%'], ['Allergens', 'Contains sulfites']]", Domaine du Coulet - Matthieu Barret,red,"[' 100% Shiraz/Syrah', ' ']", 12%,2017,$126.33,81.7929%;,50.0895%;,6.23008%;,55.3483%;,81.7929,50.0895,6.23008,55.3483, Rhone Valley,0.15702943444924464,0.5633561189959387,0.9517205146038256
1749,https://images.vivino.com/thumbs/IZJfRtFrRYGQB99HY9HaVA_pb_x600.png,"Domaine Faury
Emporium Côte-Rôtie 2019","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Domaine Faury'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Côte-Rôtie'], ['Wine style', 'Northern Rhône Côte-Rotie'], ['Allergens', 'Contains sulfites']]", Domaine Faury,red,"[' Shiraz/Syrah', ' ']", Contains sulfites,2019,$111.99,73.2766%;,61.0312%;,18.6375%;,59.0922%;,73.2766,61.0312,18.6375,59.0922, Rhone Valley,0.4697589893785949,0.6184878998412563,0.8235166601934732
1750,https://images.vivino.com/thumbs/y4UE_JyVS9GXrom2ep5SDg_pb_x600.png,"Cave de Tain
Arènes Sauvages Cornas Rouge 2017","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Cave de Tain'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Cornas'], ['Wine style', 'Northern Rhône Cornas'], ['Allergens', 'Contains sulfites'], ['Wine description', 'It has dark ruby colour with purple tints. Rich nose of black fruits, spices and black olives, with a toasty note. Powerful, rich and complex mouth feel (black cherry, cocoa, pepper, thyme), with toasty, roasted notes, liquorice and menthol. A massive wine, whose firm yet elegant tannic structure is true to its origin.']]", Cave de Tain,red,"[' 100% Shiraz/Syrah', ' ']", Contains sulfites,2017,$107.99,85%;,49.0214%;,4.19192%;,55.1491%;,85.0,49.0214,4.19192,55.1491, Rhone Valley,0.1056575239573934,0.5604227471792803,0.9999999999999999
1751,https://images.vivino.com/thumbs/ZRANY8W9QkiG3hjFMTpJQA_pb_x600.png,"Jean-Luc Colombo
Syrah Cornas Les Ruchets 2016","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Jean-Luc Colombo'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Cornas'], ['Wine style', 'Northern Rhône Cornas'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'It offers aromas of blackberry, black currant and violet, soft spices and pepper.']]", Jean-Luc Colombo,red,"[' 100% Shiraz/Syrah', ' ']", 14%,2016,$122.67,85%;,50.2869%;,9.1738%;,56.1419%;,85.0,50.2869,9.1738,56.1419, Rhone Valley,0.2312260237028225,0.5750424838237503,0.9999999999999999
1752,https://images.vivino.com/thumbs/e_EJEG8hRRak22Dsn0pBcw_pb_x600.png,"Domaine Jean-Michel Stéphan
Côte-Rôtie Côteaux de Tupin 2020","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Domaine Jean-Michel Stéphan'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Côte-Rôtie'], ['Wine style', 'Northern Rhône Côte-Rotie'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites']]", Domaine Jean-Michel Stéphan,red,"[' Shiraz/Syrah', ' ']", 13%,2020,$184,76.8288%;,69.2749%;,10.9426%;,65.1175%;,76.8288,69.2749,10.9426,65.1175, Rhone Valley,0.27580870380545747,0.7072150344141063,0.8769912596834458
1753,https://images.vivino.com/thumbs/hl_W_2hhQXeK6vCl8G5dmw_pb_x600.png,"Domaine Garon
Jardins de Rome Syrah de Seyssuel 2020","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Domaine Garon'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône'], ['Wine style', 'Northern Rhône Red'], ['Allergens', 'Contains sulfites']]", Domaine Garon,red,"[' Shiraz/Syrah', ' ']", Contains sulfites,2020,$54.99,63.5735%;,58.9523%;,0%;,62.708%;,63.5735,58.9523,0.0,62.708, Rhone Valley,0.0,0.671733310557488,0.6774467918552173
1754,https://images.vivino.com/thumbs/sm3b2CEeRMW1EYxIVU0Iug_pb_x600.png,"Piedlong
Châteauneuf-du-Pape 2020","['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Piedlong'], ['Grapes', 'Mourvedre'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork']]", Piedlong,red,"[' Mourvedre', ' ']", 15%,2020,$79.99,81.4463%;,38.9791%;,8.04807%;,46.2366%;,81.4463,38.9791,8.04807,46.2366, Rhone Valley,0.2028519506182797,0.42917939217944234,0.946502819602636
1755,https://images.vivino.com/thumbs/6peP2wMbRSOyo0OeGa_NFw_pb_x600.png,"Château Mont-Redon
Châteauneuf-du-Pape 2019","['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Château Mont-Redon'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15.5%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork']]", Château Mont-Redon,red,"[' Grenache', ' ']", 15.5%,2019,$47.85,85%;,38.4515%;,6.41407%;,43.9535%;,85.0,38.4515,6.41407,43.9535, Rhone Valley,0.1616669103154159,0.395559004656286,0.9999999999999999
1756,https://images.vivino.com/thumbs/L-W3lBFrS4mYmRIAbhDchg_pb_x600.png,"Biscarelle
Châteauneuf-du-Pape 2019","['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Biscarelle'], ['Grapes', 'Shiraz/Syrah, Grenache, Mourvedre, Cinsault'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites']]", Biscarelle,red,"[' Shiraz/Syrah', ' Grenache', ' Mourvedre', ' Cinsault', ' ']", 14.5%,2019,$49.99,85%;,48.4951%;,5.45%;,49.2004%;,85.0,48.4951,5.45,49.2004, Rhone Valley,0.13736748448629604,0.4728236059857278,0.9999999999999999
1757,https://images.vivino.com/thumbs/OVGbToIeRjac4DkD_PP01w_pb_x600.png,"Comte de Lauze
Châteauneuf-du-Pape Rouge 2017","['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Comte de Lauze'], ['Grapes', 'Shiraz/Syrah, Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Allergens', 'Contains sulfites'], ['Wine description', 'There is a beautiful ruby color and shining purple shine. The juicy and umami aroma of ripe fruit is refreshing accompanied by spicy scent. It has a flavor, soft mouth feel spreading well in your mouth. Tannin is full bodied but powerful but very smooth. It leaves a soft long and comfortable finish.']]", Comte de Lauze,red,"[' Shiraz/Syrah', ' Grenache', ' ']", Contains sulfites,2017,$39.99,84.3183%;,43.4028%;,7.24818%;,47.5717%;,84.3183,43.4028,7.24818,47.5717, Rhone Valley,0.1826906887530057,0.44883975720163405,0.9897377302876204
1758,https://images.vivino.com/thumbs/1f2GpOhrQdO5s0f674OcuQ_pb_x600.png,"Rotem & Mounir Saouma
Amph III Crau Châteauneuf-du-Pape 2017","['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Rotem & Mounir Saouma'], ['Grapes', 'Shiraz/Syrah, Grenache, Mourvedre'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Allergens', 'Contains sulfites']]", Rotem & Mounir Saouma,red,"[' Shiraz/Syrah', ' Grenache', ' Mourvedre', ' ']", Contains sulfites,2017,$279.99,67.8623%;,46.4855%;,0%;,48.5072%;,67.8623,46.4855,0.0,48.5072, Rhone Valley,0.0,0.4626157076759507,0.7420101222680865
1759,https://images.vivino.com/thumbs/0Gxq76vsRfSe_xihIss4QA_pb_x600.png,"Jean-Luc Colombo
Syrah Cornas La Louvée 2012","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Jean-Luc Colombo'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Cornas'], ['Wine style', 'Northern Rhône Cornas'], ['Allergens', 'Contains sulfites'], ['Wine description', 'La Louvée evolves as a delicate and elegant wine with aromas of raspberry, blueberry, violets and chocolate, ginger-bread notes ending by a distinct minerality.']]", Jean-Luc Colombo,red,"[' 100% Shiraz/Syrah', ' ']", Contains sulfites,2012,$248,75.0205%;,47.2005%;,5.15082%;,54.3777%;,75.0205,47.2005,5.15082,54.3777, Rhone Valley,0.12982663971407402,0.549063294270795,0.8497692231264621
1760,https://images.vivino.com/thumbs/ge6-XK6BRHu0Yq2ZT7sUYw_pb_x600.png,"Domaine Raspail-Ay
Gigondas 2019","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Domaine Raspail-Ay'], ['Grapes', '70% Grenache, 25% Shiraz/Syrah, 5% Mourvedre'], ['France', 'Rhone Valley', 'Southern Rhône', 'Gigondas'], ['Wine style', 'Southern Rhône Red'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork'], ['Wine description', 'Smooth, fruity and ripe Gigondas with a touch of excess acidity.']]", Domaine Raspail-Ay,red,"[' 70% Grenache', ' 25% Shiraz/Syrah', ' 5% Mourvedre', ' ']", 15%,2019,$61.17,66.013%;,50.1916%;,7.43884%;,52.5064%;,66.013,50.1916,7.43884,52.5064, Rhone Valley,0.18749628225615383,0.5215069755935219,0.7141708742424107
1761,https://images.vivino.com/thumbs/f8sesr_4Tmycub47g-gKIg_pb_x600.png,"Domaine du Vieux Lazaret
Châteauneuf-du-Pape 2020","['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Domaine du Vieux Lazaret'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Deep crimson. Ripe dark berries, turning to spices. Smooth and persistent with aromatic fullness.']]", Domaine du Vieux Lazaret,red,"[' Grenache', ' ']", 15%,2020,$64.99,83.9381%;,37.9986%;,7.38732%;,45.3013%;,83.9381,37.9986,7.38732,45.3013, Rhone Valley,0.1861977184395054,0.4154063868575518,0.9840142229608689
1762,https://images.vivino.com/thumbs/hsdBXYpwSIK-bQ5-FkEaSQ_pb_x600.png,"Château de Saint Cosme
Gigondas Hominis Fides 2020","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Château de Saint Cosme'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Gigondas'], ['Wine style', 'Southern Rhône Red'], ['Alcohol content', '15.5%'], ['Allergens', 'Contains sulfites']]", Château de Saint Cosme,red,"[' Grenache', ' ']", 15.5%,2020,$169.99,64.3479%;,52.7842%;,7.26797%;,55.355%;,64.3479,52.7842,7.26797,55.355, Rhone Valley,0.18318949655447064,0.5634547816022218,0.6891045616443717
1763,https://images.vivino.com/thumbs/s1PgdftlSAOZ0U0Pc67wgA_pb_x600.png,"Louis Bernard
Châteauneuf-du-Pape 2020","['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Louis Bernard'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'It has deep garnet red colour. This expressive wine opens up with berry fruits, underscored by hints of forest undergrowth, spices and balsamic notes. On the palate, it has a nice balance, between complexity and roundness.']]", Louis Bernard,red,"[' Grenache', ' ']", 14%,2020,$64.99,85%;,36.8472%;,5.74764%;,42.7724%;,85.0,36.8472,5.74764,42.7724, Rhone Valley,0.14486951349225954,0.37816640700239446,0.9999999999999999
