name,year,price,bodyPercent,Tanning,Sugar,Acidic,wine_image,compareFoods,rating,about_wine,Winery,Type,Grape_Type,Alcohol
291,"Berthet-Rayne
Châteauneuf-du-Pape Rouge 2020",2020,$46.19,84.947%;,38.2025%;,5.49968%;,43.0806%;,https://images.vivino.com/thumbs/eCLUmss6RgaSR2FSqUlRsw_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Berthet-Rayne'], ['Grapes', 'Shiraz/Syrah, Grenache, Mourvedre, Cinsault'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'A dark ruby/purple color, full body and rich, concentrated notes of black cherries and cassis. The powerful young fruit acquire rich, toasty flavors which develop into a wine of considerable finesse and elegance.']]", Berthet-Rayne,red,"[' Shiraz/Syrah', ' Grenache', ' Mourvedre', ' Cinsault', ' ']", 14%
292,"Domaine Faury
Côte-Rôtie 2020",2020,$73.49,74.9282%;,67.2886%;,0px;,61.4807%;,https://images.vivino.com/thumbs/sy3S9uLeTxqL66PCSIbK_w_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Domaine Faury'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Côte-Rôtie'], ['Wine style', 'Northern Rhône Côte-Rotie'], ['Allergens', 'Contains sulfites']]", Domaine Faury,red,"[' Shiraz/Syrah', ' ']", Contains sulfites
293,"Yves Cuilleron
Cornas Le Village 2020",2020,$148.04,80.1973%;,48.6438%;,10.661%;,57.2548%;,https://images.vivino.com/thumbs/3mwbQON4QSeSERnQcxfRAg_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Yves Cuilleron'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Cornas'], ['Wine style', 'Northern Rhône Cornas'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Flattering and expressive wine, mix of red and ripe black fruits, flowers, sweet notes of peony, and ink. Round attack and charming, full and fleshy evolution, length and épicée.viande beautiful fresh red beef, duck .. Ostrich medallions with shallots, crispy vegetables with herbs.']]", Yves Cuilleron,red,"[' 100% Shiraz/Syrah', ' ']", 13%
294,"André Brunel
Châteauneuf-du-Pape 2020",2020,$68.24,84.3561%;,37.44%;,15.3277%;,42.4315%;,https://images.vivino.com/thumbs/-BQAgwXiSQ6vHgWR5N5mCQ_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'André Brunel'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites']]", André Brunel,red,"[' Shiraz/Syrah', ' ']", 14%
295,"Alain Jaume
Domaine Grand Veneur Châteauneuf-Du-Pape Les Origines 2020",2020,$62.95,85%;,42.4578%;,12.004%;,42.878%;,https://images.vivino.com/thumbs/wzCLh2FiSD6gAQAT6Rlr3A_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Alain Jaume'], ['Grapes', 'Shiraz/Syrah, Grenache, Mourvedre'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Deep and brilliant, purple-red colour. An exciting nose with aromas of black fruit such as blackcurrant and cherry spices and vanilla. This great aromatic complexity is found on the palate : the spices and ripe fruit appear with an elegant woodiness and harmonious tannins. The finish has good aromatic length and introduces a touch of liquorice and pepper.']]", Alain Jaume,red,"[' Shiraz/Syrah', ' Grenache', ' Mourvedre', ' ']", 15%
296,"André Brunel
Les Cailloux Châteauneuf-du-Pape 2020",2020,$66.14,83.6445%;,40.2005%;,9.45792%;,44.9477%;,https://images.vivino.com/thumbs/etdqEsYoR2KsCqvJv-yj_A_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'André Brunel'], ['Grapes', 'Garnacha, Shiraz/Syrah, Cinsault, Monastrell'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork'], ['Wine description', 'A great taste of red fruits, leather and undergrowth. The tannins are harmonious and elegant. Long finish in the mouth allowing for even more complex aromas of undergrowth, leather. The wine allies strength and elegance, complexity of secondary aromas while keeping a fruity freshness.']]", André Brunel,red,"[' Garnacha', ' Shiraz/Syrah', ' Cinsault', ' Monastrell', ' ']", 14.5%
297,"Clos du Caillou
Châteauneuf-du-Pape Les Safres 2020",2020,$71.39,85%;,39.8505%;,16.6391%;,45.3418%;,https://images.vivino.com/thumbs/vNCq8IqITcyhK9GLc1PpYA_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Clos du Caillou'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'This wine presents an attractive deep red dress with blood reflections. The nose is on gingerbread aromas, associated with red berries and with licorice. The mouth is fresh, on plum jam/ figs aromas, associated to cherries and raspberries, with spices mark, black pepper', 'and Indian curry. This wine has a long final.']]", Clos du Caillou,red,"[' Grenache', ' ']", 15%
298,"Bernard Magrez
Châteauneuf-du-Pape Rouge 2021",2021,$34.64,85%;,43.2744%;,8.10526%;,44.1429%;,https://images.vivino.com/thumbs/Q9QkLh43Sm-qLjGA9VajAg_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Bernard Magrez'], ['Grapes', 'Mourvedre, Shiraz/Syrah, Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites']]", Bernard Magrez,red,"[' Mourvedre', ' Shiraz/Syrah', ' Grenache', ' ']", 15%
299,"Château de Saint Cosme
Saint Cosme Châteauneuf-du-Pape 2021",2021,$71.39,85%;,44.249%;,8.77257%;,46.298%;,https://images.vivino.com/thumbs/X4mp_86CSNG5svOUc7MW3w_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Château de Saint Cosme'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork']]", Château de Saint Cosme,red,"[' Grenache', ' ']", 14.5%
300,"Berthet-Rayne
Châteauneuf-du-Pape Rouge 2021",2021,$56.69,84.947%;,38.2025%;,5.49968%;,43.0806%;,https://images.vivino.com/thumbs/eCLUmss6RgaSR2FSqUlRsw_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Berthet-Rayne'], ['Grapes', 'Shiraz/Syrah, Grenache, Mourvedre, Cinsault'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'A dark ruby/purple color, full body and rich, concentrated notes of black cherries and cassis. The powerful young fruit acquire rich, toasty flavors which develop into a wine of considerable finesse and elegance.']]", Berthet-Rayne,red,"[' Shiraz/Syrah', ' Grenache', ' Mourvedre', ' Cinsault', ' ']", 14%
301,"Brotte
Châteauneuf-du-Pape Les Hauts de Barville Rouge 2019",2019,$39.89,84.4089%;,37.4792%;,4.68298%;,44.6368%;,https://images.vivino.com/thumbs/2p7ig7BtQRSYudXTskWzig_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Brotte'], ['Grapes', '100% Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites']]", Brotte,red,"[' 100% Grenache', ' ']", 15%
302,"Château de Nalys
Saintes Pierres de Nalys Châteauneuf-du-Pape Rouge 2019",2019,$69.29,82.5473%;,41.01%;,10.4231%;,48.5808%;,https://images.vivino.com/thumbs/zpUr7mxiSa2c8r4MEL2fKg_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Château de Nalys'], ['Grapes', 'Shiraz/Syrah, Grenache, Mourvedre, Cinsault, Muscardin'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork']]", Château de Nalys,red,"[' Shiraz/Syrah', ' Grenache', ' Mourvedre', ' Cinsault', ' Muscardin', ' ']", 14.5%
303,"Domaine du Tunnel
Saint-Joseph 2019",2019,$133.34,74.609%;,48.2865%;,9.77233%;,55.3515%;,https://images.vivino.com/thumbs/dsF8S3ECQVKrmlAY8AJLRA_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Domaine du Tunnel'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Saint-Joseph'], ['Wine style', 'Northern Rhône Saint-Joseph'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'A very deep, inky red with rustic, meaty, earthy scents on the nose along with a streak of violets and ripe, red fruit. The palate, mirroring the nose, is suggestive of violets and bright fruit but also something earthy and meaty. Beautifully balanced with brisk acidity, seductive fruit, and prominent but delicate tannins.']]", Domaine du Tunnel,red,"[' 100% Shiraz/Syrah', ' ']", 13%
304,"Yves Cuilleron
Saint-Joseph Cavanos 2020",2020,$93.44,72.3132%;,47.7419%;,4.31044%;,57.9064%;,https://images.vivino.com/thumbs/9mrDRcIlR_eBCFuzofjHcA_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Yves Cuilleron'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Saint-Joseph'], ['Wine style', 'Northern Rhône Saint-Joseph'], ['Alcohol content', '12.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'It has nose of intense red and black fruits, cherries and blackcurrant, delicate notes of noble wood essence make this wine complex but delicate. The palate has a beautiful balance, the texture is velvety and the purity of the soil gives a beautiful elegance.']]", Yves Cuilleron,red,"[' 100% Shiraz/Syrah', ' ']", 12.5%
305,"Brotte
Châteauneuf-du-Pape Domaine Barville Rouge 2019",2019,$39.89,85%;,38.9886%;,4.92365%;,44.3495%;,https://images.vivino.com/thumbs/0KDs9WtwTaKDyqBOszaATQ_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Brotte'], ['Grapes', 'Shiraz/Syrah, Grenache, Mourvedre'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'It has ruby tinted purple highlights. Of great finesse, revealing aromas of spices, black fruit (cassis, blackberries, cherries) and notes of roasted red pepper Mouth- where elegant Attack the forest fruits predominate.']]", Brotte,red,"[' Shiraz/Syrah', ' Grenache', ' Mourvedre', ' ']", 15.5%
306,"Franck Balthazar
Cornas 'Chaillot' 2020",2020,$162.74,84.7431%;,51.7994%;,7.52431%;,55.6347%;,https://images.vivino.com/thumbs/4W8UagTSS1mOapQ0ny8H-Q_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Franck Balthazar'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Cornas'], ['Wine style', 'Northern Rhône Cornas'], ['Allergens', 'Contains sulfites']]", Franck Balthazar,red,"[' Shiraz/Syrah', ' ']", Contains sulfites
307,"Franck Balthazar
Cornas Cuvée Casimir Balthazar 2020",2020,$109.19,85%;,52.4563%;,6.01294%;,53.479%;,https://images.vivino.com/thumbs/jpLsk7nXSqChAmMWPPNrjA_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Franck Balthazar'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Cornas'], ['Wine style', 'Northern Rhône Cornas'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites']]", Franck Balthazar,red,"[' 100% Shiraz/Syrah', ' ']", 13.5%
308,"Piaugier
Gigondas 2019",2019,$45.14,63.5973%;,50.7662%;,7.19238%;,55.0954%;,https://images.vivino.com/thumbs/b0fKR_dNSletorIbf0hXAg_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Piaugier'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Southern Rhône', 'Gigondas'], ['Wine style', 'Southern Rhône Red'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites']]", Piaugier,red,"[' 100% Shiraz/Syrah', ' ']", 13.5%
309,"Alain Jaume
Domaine Grand Veneur Châteauneuf-du-Pape 'Le Miocène' 2021",2021,$49.34,81.9451%;,42.5114%;,9.01717%;,45.0232%;,https://images.vivino.com/thumbs/jZTZIMhCS8igrgB7f8TtXg_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Alain Jaume'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites']]", Alain Jaume,red,"[' Grenache', ' ']", 15%
310,"Yves Cuilleron
Côte-Rôtie Madinière 2020",2020,$98.69,69.5897%;,64.1831%;,5.76412%;,66.1531%;,https://images.vivino.com/thumbs/TYlqobAMTqyTGt8QanYmcQ_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Yves Cuilleron'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Côte-Rôtie'], ['Wine style', 'Northern Rhône Côte-Rotie'], ['Alcohol content', '12.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Greedy and expressive wine. Basket of red and black fruit picked ripe, smoky notes related to shale wood and some spices (clove). Ample and balanced palate, velvety texture of tannins, roundness of the fruit, length of freshness.Red meat , duck confit Parmentier, potatoes, Jerusalem artichokes and truffles.']]", Yves Cuilleron,red,"[' Shiraz/Syrah', ' ']", 12.5%
311,"Domaine de la Solitude - Famille Lancon
Châteauneuf-du-Pape 2021",2021,$49.95,80.7265%;,37.2329%;,7.72286%;,43.6808%;,https://images.vivino.com/thumbs/H5WlD6FaQcCzIZa8RfVrcA_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Domaine de la Solitude - Famille Lancon'], ['Grapes', 'Shiraz/Syrah, Grenache, Mourvedre, Cinsault'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Full bodied, rich textured and soft at the same time able to change according to the vintage from sweet black fruits, red fruits, exotic fruits, kirsch, ripe plum mixed with spice notes, leather and smoked: a rich style with mouth finals long and heady.']]", Domaine de la Solitude - Famille Lancon,red,"[' Shiraz/Syrah', ' Grenache', ' Mourvedre', ' Cinsault', ' ']", 14.5%
312,"Domaine du Tunnel
Vin Noir Cornas 2019",2019,$100.79,85%;,53.3501%;,12.7967%;,55.3863%;,https://images.vivino.com/thumbs/jbLFYZKuRTesnnshVZhJbg_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Domaine du Tunnel'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Cornas'], ['Wine style', 'Northern Rhône Cornas'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Blackberry and floral aromas characterize the nose. Full-bodied and dense on the palate, with tightly wound dark plums, other dark fruit flavors, and grippy tannins.']]", Domaine du Tunnel,red,"[' 100% Shiraz/Syrah', ' ']", 14%
313,"E. Guigal
Côte-Rôtie Brune & Blonde de Guigal 2020",2020,$104.99,73.3237%;,66.2092%;,5.10272%;,64.4942%;,https://images.vivino.com/thumbs/Vht7jCPnT6awORvBHxdwzA_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'E. Guigal'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Côte-Rôtie'], ['Wine style', 'Northern Rhône Côte-Rotie'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork'], ['Wine description', 'Dark ruby red in colour. On the nose spices, red berries and delicate oak aromas. On the palate a wine with round and soft tannins. Harmony between an imperceptible acidity, tannins giving it a good watch but softened by a long oak aging.']]", E. Guigal,red,"[' 100% Shiraz/Syrah', ' ']", 14%
314,"E. Guigal
Hermitage 2020",2020,$104.99,84.1013%;,68.6774%;,5.78623%;,55.108%;,https://images.vivino.com/thumbs/dGoZDV7TSB2YpcWidGru9Q_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'E. Guigal'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Hermitage'], ['Wine style', 'Northern Rhône Hermitage'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Visual : Very deep color, ruby red with violet highlights.', 'Nose : Spices, red berries and delicate oak aromas.', 'Taste Wine tannic and massive. Aromas of blackcurrant and vanilla. The finish is spicy and liquorice.', 'Ensemble : This wine is an example of an elegant wine but who knows stay seducer. It is a wine for laying down.']]", E. Guigal,red,"[' Shiraz/Syrah', ' ']", 14.5%
315,"Domaine de la Janasse
Châteauneuf-du-Pape Vieilles Vignes 2021",2021,$115.49,85%;,42.0881%;,17.4804%;,44.0526%;,https://images.vivino.com/thumbs/MqtJpyvNSzaESGbvoUy4mg_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Domaine de la Janasse'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork'], ['Wine description', 'The color is dark with purple reflections. The nose has discreet aromas of crushed black fruits and garrigue.']]", Domaine de la Janasse,red,"[' Grenache', ' ']", 15%
316,"Domaine de la Mordorée
La Dame Voyageuse Châteauneuf-du-Pape 2021",2021,$94.99,82.1956%;,42.2083%;,17.1337%;,47.3649%;,https://images.vivino.com/thumbs/9qIcbdLXSHSUVgI_nXhNtQ_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Domaine de la Mordorée'], ['Grapes', 'Shiraz/Syrah, Grenache, Mourvedre'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens']]", Domaine de la Mordorée,red,"[' Shiraz/Syrah', ' Grenache', ' Mourvedre', ' ']", 14%
317,"Domaine de Beaurenard
Châteauneuf-du-Pape Boisrenard 2020",2020,$122.39,80.6425%;,40.3792%;,6.12042%;,42.8809%;,https://images.vivino.com/thumbs/76Niq9OARiiy_bP0p4mmBg_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Domaine de Beaurenard'], ['Grapes', 'Shiraz/Syrah, Mourvedre, Cinsault, Vaccareze, Muscardin, Terret'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Allergens', 'Contains sulfites'], ['Wine description', 'It has character and states in its fruit (strawberries, blueberries, old boy jam) with a Relay spicy, mineral salt and look great distinction afforded to him unusual.']]", Domaine de Beaurenard,red,"[' Shiraz/Syrah', ' Mourvedre', ' Cinsault', ' Vaccareze', ' Muscardin', ' Terret', ' ']", Contains sulfites
318,"Domaine Saint Préfert
Réserve Auguste Favier Châteauneuf-du-Pape 2019",2019,$83.63,83.7972%;,40.2814%;,14.6406%;,42.8996%;,https://images.vivino.com/thumbs/JI5vilRpT5ibJI1dF3cLeA_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Domaine Saint Préfert'], ['Grapes', '100% Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites']]", Domaine Saint Préfert,red,"[' 100% Grenache', ' ']", 14.5%
