wine_image,name,compareFoods,rating,about_wine,Winery,Type,Grape_Type,Alcohol,year,price,bodyPercent,Tanning,Sugar,Acidic
https://images.vivino.com/thumbs/_abY0tGKQnC6mdcJAo0wcQ_pb_x600.png,"Château l'Évangile
Pomerol 2015","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', ""Château l'Évangile""], ['Grapes', '100% Cabernet Franc'], ['France', 'Bordeaux', 'Libournais', 'Pomerol'], ['Wine style', 'Bordeaux Pomerol'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Deep, dark colour with hints of violet. Very fruity nose with dark berries (Morello cherries, blackcurrants) and fresh notes of mocha and toast. On the palate, the attack is refined and silky, with a powerful, balanced tannic structure. The texture is dense and very velvety thanks to the ripe, well-coated tannins. The finish is long with fruity notes, but is dominated by the quality of the tannins.']]"," ""Château lÉvangile""",red,"[' 100% Cabernet Franc', ' ']", 14%,2015,$465,70.955%;,54.1717%;,9.67288%;,51.8575%;
https://images.vivino.com/thumbs/D1WLInX3TW6raI_WKZ25fA_pb_x600.png,"Vieux Château Certan
Pomerol 2018","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Vieux Château Certan'], ['Grapes', '100% Merlot'], ['France', 'Bordeaux', 'Libournais', 'Pomerol'], ['Wine style', 'Bordeaux Pomerol'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens']]", Vieux Château Certan,red,"[' 100% Merlot', ' ']", 13%,2018,$449.99,70.4169%;,53.215%;,9.31804%;,52.1907%;
https://images.vivino.com/thumbs/0xTruCORQbG7Jt2_0rCicA_pb_x600.png,"Château Le Gay
Pomerol 2016","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Château Le Gay'], ['Grapes', 'Cabernet Franc, Merlot'], ['France', 'Bordeaux', 'Libournais', 'Pomerol'], ['Wine style', 'Bordeaux Pomerol'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens']]", Château Le Gay,red,"[' Cabernet Franc', ' Merlot', ' ']", 13.5%,2016,$174.95,70.0451%;,53.8125%;,9.29886%;,52.1931%;
https://images.vivino.com/thumbs/PthycJJ7RYu0-S0vFHDeUA_pb_x600.png,"Chateau Palmer
Grand Vin de Château Palmer (Grand Cru Classé) 2011","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Chateau Palmer'], ['Grapes', '55% Merlot, 45% Cabernet Sauvignon'], ['France', 'Bordeaux', 'Médoc', 'Margaux'], ['Wine style', 'Bordeaux Margaux'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork']]", Chateau Palmer,red,"[' 55% Merlot', ' 45% Cabernet Sauvignon', ' ']", 14%,2011,$422.99,61.0752%;,62.2494%;,9.96336%;,70.9077%;
https://images.vivino.com/thumbs/CL2ge7ytS26abMUAKgu6HA_pb_x600.png,"Château Mouton Rothschild
Le Petit Mouton de Mouton Rothschild Pauillac 2015","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Château Mouton Rothschild'], ['Grapes', '100% Cabernet Sauvignon'], ['France', 'Bordeaux', 'Médoc', 'Pauillac'], ['Wine style', 'Bordeaux Pauillac'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'The nose is dominated by red fruit aromas, elegantly underpinned by complex oak. The palate is dense and full-bodied. Silky, highly elegant tannins give the wine exceptional length.']]", Château Mouton Rothschild,red,"[' 100% Cabernet Sauvignon', ' ']", 13.5%,2015,$516.67,71.2295%;,71.4095%;,9.20834%;,71.2593%;
https://images.vivino.com/thumbs/_abY0tGKQnC6mdcJAo0wcQ_pb_x600.png,"Château l'Évangile
Pomerol 2012","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', ""Château l'Évangile""], ['Grapes', '100% Cabernet Franc'], ['France', 'Bordeaux', 'Libournais', 'Pomerol'], ['Wine style', 'Bordeaux Pomerol'], ['Alcohol content', '14.3%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens'], ['Wine description', 'Deep, dark colour with hints of violet. Very fruity nose with dark berries (Morello cherries, blackcurrants) and fresh notes of mocha and toast. On the palate, the attack is refined and silky, with a powerful, balanced tannic structure. The texture is dense and very velvety thanks to the ripe, well-coated tannins. The finish is long with fruity notes, but is dominated by the quality of the tannins.']]"," ""Château lÉvangile""",red,"[' 100% Cabernet Franc', ' ']", 14.3%,2012,$234,70.955%;,54.1717%;,9.67288%;,51.8575%;
https://images.vivino.com/thumbs/_abY0tGKQnC6mdcJAo0wcQ_pb_x600.png,"Château l'Évangile
Pomerol 2019","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', ""Château l'Évangile""], ['Grapes', '100% Merlot'], ['France', 'Bordeaux', 'Libournais', 'Pomerol'], ['Wine style', 'Bordeaux Pomerol'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens'], ['Bottle closure', 'Cork'], ['Wine description', 'Deep, dark colour with hints of violet. Very fruity nose with dark berries (Morello cherries, blackcurrants) and fresh notes of mocha and toast. On the palate, the attack is refined and silky, with a powerful, balanced tannic structure. The texture is dense and very velvety thanks to the ripe, well-coated tannins. The finish is long with fruity notes, but is dominated by the quality of the tannins.']]"," ""Château lÉvangile""",red,"[' 100% Merlot', ' ']", 13%,2019,$365,70.955%;,54.1717%;,9.67288%;,51.8575%;
https://images.vivino.com/thumbs/qgA_WSpAQKaTOhacMaOI7Q_pb_x600.png,"Château Pichon Longueville Comtesse de Lalande
Pauillac (Grand Cru Classé) 2016","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Château Pichon Longueville Comtesse de Lalande'], ['Grapes', '100% Cabernet Franc'], ['France', 'Bordeaux', 'Médoc', 'Pauillac'], ['Wine style', 'Bordeaux Pauillac'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'The wine is seductive when young without prejudicing its longevity. As well as an oaky flavour imparted by new oak barrels, the wines show inimitable aromas of tobacco, violets, blackcurrant and ripe fruit, and also hints of pencil lead.']]", Château Pichon Longueville Comtesse de Lalande,red,"[' 100% Cabernet Franc', ' ']", 13%,2016,$379.95,68.8172%;,69.7679%;,7.33892%;,71.19%;
https://images.vivino.com/thumbs/HqFSCd0qS8avvBF6R9v56w_pb_x600.png,"Château Ducru-Beaucaillou
Saint-Julien (Grand Cru Classé) 2014","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Château Ducru-Beaucaillou'], ['Grapes', '60% Cabernet Sauvignon, 35% Merlot, 5% Petit Verdot'], ['France', 'Bordeaux', 'Médoc', 'Saint-Julien'], ['Wine style', 'Bordeaux Saint-Julien'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites']]", Château Ducru-Beaucaillou,red,"[' 60% Cabernet Sauvignon', ' 35% Merlot', ' 5% Petit Verdot', ' ']", 13.5%,2014,$299.99,61.8953%;,63.1478%;,7.40299%;,71.8265%;
https://images.vivino.com/thumbs/x-TWAPHhQ7i9jWK9mD8r3g_pb_x600.png,"Clos Fourtet
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2009","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Clos Fourtet'], ['Grapes', '100% Merlot'], ['France', 'Bordeaux', 'Libournais', 'Saint-Émilion', 'Saint-Émilion Grand Cru'], ['Wine style', 'Bordeaux Saint-Émilion'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'A purple ruby colour reflecting the full-bodied, deep character of the wine. Black cherry, floral aromas on the nose with a touch of chocolate and subtle hints of oak. Savoury on the palate with silky tannins and a mineral freshness.']]", Clos Fourtet,red,"[' 100% Merlot', ' ']", 13.5%,2009,$496,71.4282%;,54.9845%;,11.4079%;,52.0404%;
https://images.vivino.com/thumbs/Xa4l7CUiTzSBwp025RSaig_pb_x600.png,"Château d'Armailhac
Pauillac (Grand Cru Classé) 2000","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', ""Château d'Armailhac""], ['Grapes', '58% Cabernet Sauvignon, 42% Merlot'], ['France', 'Bordeaux', 'Médoc', 'Pauillac'], ['Wine style', 'Bordeaux Pauillac'], ['Alcohol content', '12.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'A dense and deep red with a violet tint, the wine has a still slightly reserved nose which opens with airing on hints of cassis, blackberry and fresh red fruit mingled with touches of cedarwood. The attack is nicely rounded, with well-integrated tannins that fill out on a mid-palate full of fruit. The flavours linger pleasingly in a full and expressive finish that gives the wine a fine overall balance.']]"," ""Château dArmailhac""",red,"[' 58% Cabernet Sauvignon', ' 42% Merlot', ' ']", 12.5%,2000,$873,72.446%;,71.802%;,7.22088%;,71.7408%;
https://images.vivino.com/thumbs/oITboPAtRbGnz1qyn5uldw_pb_x600.png,"Château l'Evéché
Pomerol 2015","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', ""Château l'Evéché""], ['Grapes', 'Cabernet Sauvignon, Cabernet Franc, Merlot'], ['France', 'Bordeaux', 'Libournais', 'Pomerol'], ['Wine style', 'Bordeaux Pomerol'], ['Allergens', 'Contains sulfites']]"," ""Château lEvéché""",red,"[' Cabernet Sauvignon', ' Cabernet Franc', ' Merlot', ' ']", Contains sulfites,2015,$49.99,72.9467%;,55.0814%;,2.31607%;,50.4823%;
https://images.vivino.com/thumbs/9zhiQv6cR-SfUufc9_CK6w_pb_x600.png,"Château Talbot
Saint-Julien (Grand Cru Classé) 1995","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Château Talbot'], ['Grapes', '66% Cabernet Sauvignon, 26% Merlot, 5% Petit Verdot, 3% Cabernet Franc'], ['France', 'Bordeaux', 'Médoc', 'Saint-Julien'], ['Wine style', 'Bordeaux Saint-Julien'], ['Alcohol content', '12.5%'], ['Allergens', 'Contains sulfites']]", Château Talbot,red,"[' 66% Cabernet Sauvignon', ' 26% Merlot', ' 5% Petit Verdot', ' 3% Cabernet Franc', ' ']", 12.5%,1995,$174.97,62.4032%;,61.988%;,7.34484%;,71.0589%;
https://images.vivino.com/thumbs/8cWnE6-qR7iu4jcWB6eg2g_pb_x600.png,"Château de Pez
Saint-Estèphe 2019","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Château de Pez'], ['Grapes', '100% Merlot'], ['France', 'Bordeaux', 'Médoc', 'Saint-Estèphe'], ['Wine style', 'Bordeaux Saint-Estèphe'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork']]", Château de Pez,red,"[' 100% Merlot', ' ']", 13.5%,2019,$44.97,75.4042%;,74.2742%;,5.29302%;,73.7099%;
https://images.vivino.com/thumbs/zoXYIDxFQzmf8fFpkNNUJQ_pb_x600.png,"Château Pontet-Canet
Pauillac (Grand Cru Classé) 2018","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Château Pontet-Canet'], ['Grapes', '100% Cabernet Sauvignon'], ['Pauillac'], ['Wine style', 'Bordeaux Pauillac'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Very intense colour. Very intense nose, marked by notes of cherry, blackberry and redcurrant with traces of vanilla, liquorice and cedar. The attack is full to the palate. The tannins of great smoothness reveal a fine elegance. The finish, with no trace of aggressiveness, is marked by a good length.']]", Château Pontet-Canet,red,"[' 100% Cabernet Sauvignon', ' ']", 13.5%,2018,$179.99,72.9304%;,73.0873%;,9.36495%;,72.4004%;
https://images.vivino.com/thumbs/D1WLInX3TW6raI_WKZ25fA_pb_x600.png,"Vieux Château Certan
Pomerol 2017","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Vieux Château Certan'], ['Grapes', '100% Merlot'], ['France', 'Bordeaux', 'Libournais', 'Pomerol'], ['Wine style', 'Bordeaux Pomerol'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites']]", Vieux Château Certan,red,"[' 100% Merlot', ' ']", 13%,2017,$324.99,70.4169%;,53.215%;,9.31804%;,52.1907%;
https://images.vivino.com/thumbs/_SkmWX0tT_uDhipEaA1HVQ_pb_x600.png,"Cos d'Estournel
Cos d'Estournel 2020","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', ""Cos d'Estournel""], ['Grapes', 'Cabernet Sauvignon, Cabernet Franc, Merlot, Petit Verdot'], ['France', 'Bordeaux', 'Médoc', 'Saint-Estèphe'], ['Wine style', 'Bordeaux Saint-Estèphe'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens'], ['Bottle closure', 'Cork'], ['Wine description', 'The call of faraway lands. As mysterious and intriguing as a lone adventurer returning from a solitary sail, Cos d’Estournel is slow to reveal itself. Little by little, it evokes stories of distant places, market stalls brimming with unfamiliar fruits, spices and wares, village festivities warmed by the joy of revelers and the setting sun, and sumptuous visions of ladies and their voluptuous curves. A myriad of scents, colors and tastes appeals to the senses. The Grand Vin of Cos d’Estournel is both demure and deliberately sensuous, a fascinating and elegant nectar.']]"," ""Cos dEstournel""",red,"[' Cabernet Sauvignon', ' Cabernet Franc', ' Merlot', ' Petit Verdot', ' ']", 13%,2020,$294.95,72.3436%;,73.1914%;,9.13%;,72.4533%;
https://images.vivino.com/thumbs/HMgTa8LGQXGC4MQze0nV7w_pb_x600.png,"Château Léoville Las Cases
Saint-Julien (Grand Cru Classé) 2019","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Château Léoville Las Cases'], ['Grapes', '79% Cabernet Sauvignon, 11% Merlot, 10% Cabernet Franc'], ['France', 'Bordeaux', 'Médoc', 'Saint-Julien'], ['Wine style', 'Bordeaux Saint-Julien'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens']]", Château Léoville Las Cases,red,"[' 79% Cabernet Sauvignon', ' 11% Merlot', ' 10% Cabernet Franc', ' ']", 13.5%,2019,$271.35,62.1058%;,64.1958%;,8.33751%;,72.0269%;
https://images.vivino.com/thumbs/5y5suuCeT8KrIGoCn9ZrBQ_pb_x600.png,"La Mondotte
Saint-Emilion Grand Cru (Premier Grand Cru Classé) 2005","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'La Mondotte'], ['Grapes', 'Merlot, Cabernet Franc'], ['France', 'Bordeaux', 'Libournais', 'Saint-Émilion', 'Saint-Émilion Grand Cru'], ['Wine style', 'Bordeaux Saint-Émilion'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens'], ['Wine description', 'It is an extremely concentrated, well-structured wine with a long aftertaste, very deep colour, and superb balance.']]", La Mondotte,red,"[' Merlot', ' Cabernet Franc', ' ']", 13%,2005,$530.95,74.322%;,55.2131%;,17.774%;,50.1151%;
https://images.vivino.com/thumbs/8EzYHdeCTTu12XZ-_bWAmw_pb_x600.png,"Cos d'Estournel
Cos d'Estournel 2019","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', ""Cos d'Estournel""], ['Grapes', '100% Cabernet Sauvignon'], ['France', 'Bordeaux', 'Médoc', 'Saint-Estèphe'], ['Wine style', 'Bordeaux Saint-Estèphe'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork'], ['Wine description', 'The call of faraway lands. As mysterious and intriguing as a lone adventurer returning from a solitary sail, Cos d’Estournel is slow to reveal itself. Little by little, it evokes stories of distant places, market stalls brimming with unfamiliar fruits, spices and wares, village festivities warmed by the joy of revelers and the setting sun, and sumptuous visions of ladies and their voluptuous curves. A myriad of scents, colors and tastes appeals to the senses. The Grand Vin of Cos d’Estournel is both demure and deliberately sensuous, a fascinating and elegant nectar.']]"," ""Cos dEstournel""",red,"[' 100% Cabernet Sauvignon', ' ']", 13%,2019,$241.99,72.3436%;,73.1914%;,9.13%;,72.4533%;
https://images.vivino.com/thumbs/batLho9_TxWuWBHLXly4VA_pb_x600.png,"Château Troplong Mondot
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1990","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Château Troplong Mondot'], ['Grapes', 'Cabernet Sauvignon, Cabernet Franc, Merlot'], ['France', 'Bordeaux', 'Libournais', 'Saint-Émilion', 'Saint-Émilion Grand Cru'], ['Wine style', 'Bordeaux Saint-Émilion'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites']]", Château Troplong Mondot,red,"[' Cabernet Sauvignon', ' Cabernet Franc', ' Merlot', ' ']", 13.5%,1990,$524.99,72.9363%;,56.9834%;,10.3714%;,52.994%;
https://images.vivino.com/thumbs/9dJEcnU_RnecZTWYx0Kh3Q_pb_x600.png,"Château Gruaud Larose
Saint-Julien (Grand Cru Classé) 1982","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Château Gruaud Larose'], ['Grapes', '100% Cabernet Sauvignon'], ['France', 'Bordeaux', 'Médoc', 'Saint-Julien'], ['Wine style', 'Bordeaux Saint-Julien'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites']]", Château Gruaud Larose,red,"[' 100% Cabernet Sauvignon', ' ']", 13.5%,1982,$682.49,61.9414%;,63.7522%;,7.8055%;,71.4182%;
https://images.vivino.com/thumbs/3qAATur8TrWn_JwIWRVvkw_pb_x600.png,"Château Ausone
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1986","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Château Ausone'], ['Grapes', 'Cabernet Sauvignon, Cabernet Franc, Merlot'], ['France', 'Bordeaux', 'Libournais', 'Saint-Émilion', 'Saint-Émilion Grand Cru'], ['Wine style', 'Bordeaux Saint-Émilion'], ['Alcohol content', '12.5%'], ['Allergens', 'Contains sulfites']]", Château Ausone,red,"[' Cabernet Sauvignon', ' Cabernet Franc', ' Merlot', ' ']", 12.5%,1986,$662.54,69.3307%;,55.1113%;,13.9076%;,52.8908%;
https://images.vivino.com/thumbs/CL2ge7ytS26abMUAKgu6HA_pb_x600.png,"Château Mouton Rothschild
Le Petit Mouton de Mouton Rothschild Pauillac 2010","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Château Mouton Rothschild'], ['Grapes', '100% Cabernet Franc'], ['France', 'Bordeaux', 'Médoc', 'Pauillac'], ['Wine style', 'Bordeaux Pauillac'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'The nose is dominated by red fruit aromas, elegantly underpinned by complex oak. The palate is dense and full-bodied. Silky, highly elegant tannins give the wine exceptional length.']]", Château Mouton Rothschild,red,"[' 100% Cabernet Franc', ' ']", 13.5%,2010,$524.99,71.2295%;,71.4095%;,9.20834%;,71.2593%;
https://images.vivino.com/thumbs/__WPtj65SDezq2usXsGcQg_pb_x600.png,"Chateau Palmer
Grand Vin de Château Palmer (Grand Cru Classé) 2004","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Chateau Palmer'], ['Grapes', '100% Merlot'], ['France', 'Bordeaux', 'Médoc', 'Margaux'], ['Wine style', 'Bordeaux Margaux'], ['Alcohol content', '12.8%'], ['Allergens', 'Contains sulfites']]", Chateau Palmer,red,"[' 100% Merlot', ' ']", 12.8%,2004,$418.94,61.0752%;,62.2494%;,9.96336%;,70.9077%;
https://images.vivino.com/thumbs/uR706Yt5RKeKi3-xtL6QHA_pb_x600.png,"Château Pavie
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2006","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Château Pavie'], ['Grapes', '100% Merlot'], ['France', 'Bordeaux', 'Libournais', 'Saint-Émilion', 'Saint-Émilion Grand Cru'], ['Wine style', 'Bordeaux Saint-Émilion'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork']]", Château Pavie,red,"[' 100% Merlot', ' ']", 13%,2006,$682.49,72.1694%;,55.6151%;,14.2517%;,52.0924%;
https://images.vivino.com/thumbs/pFoaA6NsSAeIGm-ZK5XVdQ_150x200.jpg,"Château Bellevue Cardon
Pauillac 2018","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Château Bellevue Cardon'], ['Grapes', 'Cabernet Sauvignon, Merlot'], ['France', 'Bordeaux', 'Médoc', 'Pauillac'], ['Wine style', 'Bordeaux Pauillac'], ['Allergens', 'Contains sulfites']]", Château Bellevue Cardon,red,"[' Cabernet Sauvignon', ' Merlot', ' ']", Contains sulfites,2018,$141.74,78.2551%;,80.551%;,0%;,75%;
